Timestamp,level,Component,Message
2024-01-15 09:55:54,DEBUG,Transformer,Entering function process_batch()
2024-01-15 09:56:03,ERROR,Transformer,Connection timeout after 476 seconds
2024-01-15 09:56:11,WARN,Transformer,"Retrying connection, attempt 4721"
2024-01-15 09:56:20,WARN,DataLoader,"Retrying connection, attempt 3553"
2024-01-15 09:56:29,INFO,Exporter,Connection established to source system
2024-01-15 09:56:38,WARN,Validator,"Record count mismatch: expected 2640, got 4351"
2024-01-15 09:56:46,INFO,DataLoader,Batch 2039 processed successfully
2024-01-15 09:56:55,ERROR,Validator,Connection timeout after 1057 seconds
2024-01-15 09:57:04,INFO,Scheduler,Job completed in 1369 seconds
2024-01-15 09:57:12,DEBUG,Validator,Memory usage: 3735MB
2024-01-15 09:57:21,WARN,Validator,Slow query detected: 1097ms
2024-01-15 09:57:30,DEBUG,Exporter,Memory usage: 1544MB
2024-01-15 09:57:38,DEBUG,Exporter,Entering function process_batch()
2024-01-15 09:57:47,ERROR,Transformer,Null detected in field: user_id
2024-01-15 09:57:56,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 09:58:05,DEBUG,Validator,Variable state: batch_size=399
2024-01-15 09:58:13,DEBUG,DataLoader,Entering function process_batch()
2024-01-15 09:58:22,INFO,Exporter,File loaded successfully
2024-01-15 09:58:31,WARN,Transformer,"Retrying connection, attempt 77"
2024-01-15 09:58:39,INFO,DataLoader,Batch 4263 processed successfully
2024-01-15 09:58:48,ERROR,Transformer,Schema validation failed for table: orders
2024-01-15 09:58:57,ERROR,DataLoader,Connection timeout after 934 seconds
2024-01-15 09:59:06,WARN,Scheduler,"Retrying connection, attempt 2155"
2024-01-15 09:59:14,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 09:59:23,INFO,Exporter,Starting data load
2024-01-15 09:59:32,INFO,DataLoader,Batch 730 processed successfully
2024-01-15 09:59:40,DEBUG,Exporter,Cache hit ratio: 738%
2024-01-15 09:59:49,INFO,DataLoader,Job completed in 1894 seconds
2024-01-15 09:59:58,DEBUG,Validator,Memory usage: 3804MB
2024-01-15 10:00:06,INFO,Transformer,File loaded successfully
2024-01-15 10:00:15,ERROR,Validator,Schema validation failed for table: orders
2024-01-15 10:00:24,DEBUG,DataLoader,Entering function process_batch()
2024-01-15 10:00:33,INFO,Exporter,Checkpoint saved
2024-01-15 10:00:41,INFO,Validator,Starting data load
2024-01-15 10:00:50,INFO,Exporter,Job completed in 3160 seconds
2024-01-15 10:00:59,ERROR,Transformer,Null value found in column: amount
2024-01-15 10:01:07,DEBUG,Transformer,Entering function process_batch()
2024-01-15 10:01:16,WARN,Scheduler,Slow query detected: 1485ms
2024-01-15 10:01:25,ERROR,Scheduler,Null value found in column: amount
2024-01-15 10:01:34,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 10:01:42,INFO,Validator,File loaded successfully
2024-01-15 10:01:51,ERROR,Transformer,Failed to write output file: permission denied
2024-01-15 10:02:00,WARN,Scheduler,"Record count mismatch: expected 3546, got 2037"
2024-01-15 10:02:08,WARN,Exporter,"Retrying connection, attempt 4574"
2024-01-15 10:02:17,INFO,Transformer,Checkpoint saved
2024-01-15 10:02:26,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 10:02:34,INFO,Validator,File loaded successfully
2024-01-15 10:02:43,WARN,Exporter,Slow query detected: 1926ms
2024-01-15 10:02:52,WARN,Scheduler,Slow query detected: 722ms
2024-01-15 10:03:01,INFO,DataLoader,Connection established to source system
2024-01-15 10:03:09,INFO,DataLoader,Checkpoint saved
2024-01-15 10:03:18,DEBUG,Scheduler,Variable state: batch_size=2496
2024-01-15 10:03:27,WARN,Exporter,Deprecated config key used: legacy_mode
2024-01-15 10:03:35,ERROR,Exporter,Connection timeout after 4589 seconds
2024-01-15 10:03:44,WARN,Validator,Slow query detected: 935ms
2024-01-15 10:03:53,ERROR,Transformer,Null value found in column: amount
2024-01-15 10:04:01,DEBUG,Validator,Variable state: batch_size=4277
2024-01-15 10:04:10,ERROR,DataLoader,Null detected in field: user_id
2024-01-15 10:04:19,DEBUG,Exporter,Entering function process_batch()
2024-01-15 10:04:28,INFO,Exporter,Starting data load
2024-01-15 10:04:36,ERROR,DataLoader,Duplicate primary key detected: 3396
2024-01-15 10:04:45,DEBUG,Scheduler,Entering function process_batch()
2024-01-15 10:04:54,ERROR,Scheduler,Null detected in field: user_id
2024-01-15 10:05:02,WARN,DataLoader,"Partial batch processed, 3546 records skipped"
2024-01-15 10:05:11,WARN,Scheduler,"Retrying connection, attempt 4740"
2024-01-15 10:05:20,ERROR,Transformer,Null value found in column: amount
2024-01-15 10:05:29,WARN,Validator,"Partial batch processed, 3152 records skipped"
2024-01-15 10:05:37,DEBUG,Transformer,Memory usage: 3260MB
2024-01-15 10:05:46,DEBUG,Exporter,Cache hit ratio: 1132%
2024-01-15 10:05:55,WARN,Scheduler,Deprecated config key used: legacy_mode
2024-01-15 10:06:03,ERROR,Scheduler,Failed to write output file: permission denied
2024-01-15 10:06:12,INFO,Validator,Batch 2829 processed successfully
2024-01-15 10:06:21,DEBUG,Transformer,Variable state: batch_size=4445
2024-01-15 10:06:29,ERROR,Validator,Unhandled exception: KeyError('customer_id')
2024-01-15 10:06:38,WARN,Exporter,"Partial batch processed, 2343 records skipped"
2024-01-15 10:06:47,ERROR,Scheduler,Null value found in column: amount
2024-01-15 10:06:56,INFO,DataLoader,Starting data load
2024-01-15 10:07:04,DEBUG,Validator,Cache hit ratio: 509%
2024-01-15 10:07:13,INFO,Scheduler,File loaded successfully
2024-01-15 10:07:22,INFO,Scheduler,Starting data load
2024-01-15 10:07:30,INFO,Validator,Batch 385 processed successfully
2024-01-15 10:07:39,INFO,Validator,Checkpoint saved
2024-01-15 10:07:48,ERROR,Transformer,Unhandled exception: KeyError('customer_id')
2024-01-15 10:07:56,DEBUG,Validator,Variable state: batch_size=4478
2024-01-15 10:08:05,INFO,Transformer,Job completed in 3677 seconds
2024-01-15 10:08:14,DEBUG,DataLoader,Cache hit ratio: 1424%
2024-01-15 10:08:23,INFO,DataLoader,Connection established to source system
2024-01-15 10:08:31,INFO,Transformer,Checkpoint saved
2024-01-15 10:08:40,INFO,Transformer,File loaded successfully
2024-01-15 10:08:49,WARN,Scheduler,Deprecated config key used: legacy_mode
2024-01-15 10:08:57,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 10:09:06,DEBUG,Scheduler,Entering function process_batch()
2024-01-15 10:09:15,INFO,Scheduler,Connection established to source system
2024-01-15 10:09:24,INFO,Transformer,Batch 2719 processed successfully
2024-01-15 10:09:32,INFO,Transformer,Checkpoint saved
2024-01-15 10:09:41,DEBUG,DataLoader,Entering function process_batch()
2024-01-15 10:09:50,INFO,Scheduler,Checkpoint saved
2024-01-15 10:09:58,ERROR,Validator,Schema validation failed for table: orders
2024-01-15 10:10:07,INFO,Validator,File loaded successfully
2024-01-15 10:10:16,WARN,Scheduler,Slow query detected: 3988ms
2024-01-15 10:10:24,INFO,Transformer,Job completed in 4210 seconds
2024-01-15 10:10:33,DEBUG,Transformer,Variable state: batch_size=4369
2024-01-15 10:10:42,ERROR,Transformer,Failed to write output file: permission denied
2024-01-15 10:10:51,DEBUG,Transformer,Variable state: batch_size=3566
2024-01-15 10:10:59,ERROR,Transformer,Null value found in column: amount
2024-01-15 10:11:08,INFO,DataLoader,File loaded successfully
2024-01-15 10:11:17,WARN,Scheduler,"Retrying connection, attempt 2119"
2024-01-15 10:11:25,INFO,Exporter,Connection established to source system
2024-01-15 10:11:34,INFO,DataLoader,Checkpoint saved
2024-01-15 10:11:43,ERROR,Scheduler,Null value found in column: amount
2024-01-15 10:11:51,DEBUG,DataLoader,Memory usage: 2469MB
2024-01-15 10:12:00,INFO,Exporter,Connection established to source system
2024-01-15 10:12:09,WARN,Scheduler,"Retrying connection, attempt 1118"
2024-01-15 10:12:18,ERROR,Scheduler,Connection timeout after 1181 seconds
2024-01-15 10:12:26,ERROR,Validator,Null value found in column: amount
2024-01-15 10:12:35,INFO,DataLoader,File loaded successfully
2024-01-15 10:12:44,INFO,Scheduler,File loaded successfully
2024-01-15 10:12:52,ERROR,Validator,Null detected in field: user_id
2024-01-15 10:13:01,INFO,Transformer,Starting data load
2024-01-15 10:13:10,INFO,Scheduler,File loaded successfully
2024-01-15 10:13:19,ERROR,DataLoader,Connection timeout after 552 seconds
2024-01-15 10:13:27,INFO,Scheduler,Connection established to source system
2024-01-15 10:13:36,INFO,Transformer,File loaded successfully
2024-01-15 10:13:45,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 10:13:53,WARN,Validator,"Partial batch processed, 1249 records skipped"
2024-01-15 10:14:02,WARN,Validator,Slow query detected: 1382ms
2024-01-15 10:14:11,INFO,Transformer,Batch 3573 processed successfully
2024-01-15 10:14:19,DEBUG,Transformer,Memory usage: 3932MB
2024-01-15 10:14:28,INFO,Validator,Connection established to source system
2024-01-15 10:14:37,INFO,Scheduler,File loaded successfully
2024-01-15 10:14:46,DEBUG,Transformer,Memory usage: 627MB
2024-01-15 10:14:54,DEBUG,Scheduler,Entering function process_batch()
2024-01-15 10:15:03,INFO,Scheduler,Starting data load
2024-01-15 10:15:12,INFO,Scheduler,Connection established to source system
2024-01-15 10:15:20,INFO,Scheduler,Batch 2384 processed successfully
2024-01-15 10:15:29,WARN,Scheduler,"Record count mismatch: expected 3251, got 2981"
2024-01-15 10:15:38,WARN,Transformer,"Partial batch processed, 1359 records skipped"
2024-01-15 10:15:47,INFO,Transformer,Starting data load
2024-01-15 10:15:55,ERROR,Transformer,Failed to write output file: permission denied
2024-01-15 10:16:04,INFO,Exporter,Starting data load
2024-01-15 10:16:13,INFO,DataLoader,Batch 1694 processed successfully
2024-01-15 10:16:21,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 10:16:30,DEBUG,DataLoader,Memory usage: 846MB
2024-01-15 10:16:39,ERROR,Validator,Duplicate primary key detected: 2158
2024-01-15 10:16:47,WARN,Transformer,Slow query detected: 3101ms
2024-01-15 10:16:56,WARN,DataLoader,"Partial batch processed, 2061 records skipped"
2024-01-15 10:17:05,DEBUG,Transformer,Variable state: batch_size=3325
2024-01-15 10:17:14,ERROR,Validator,Schema validation failed for table: orders
2024-01-15 10:17:22,INFO,Transformer,Connection established to source system
2024-01-15 10:17:31,INFO,Validator,Starting data load
2024-01-15 10:17:40,INFO,Scheduler,Batch 970 processed successfully
2024-01-15 10:17:48,INFO,Validator,Batch 929 processed successfully
2024-01-15 10:17:57,ERROR,Exporter,Null detected in field: user_id
2024-01-15 10:18:06,ERROR,Exporter,Null value found in column: amount
2024-01-15 10:18:14,INFO,Scheduler,Starting data load
2024-01-15 10:18:23,INFO,Scheduler,Starting data load
2024-01-15 10:18:32,INFO,Transformer,Checkpoint saved
2024-01-15 10:18:41,DEBUG,DataLoader,Memory usage: 703MB
2024-01-15 10:18:49,INFO,Exporter,Connection established to source system
2024-01-15 10:18:58,DEBUG,Scheduler,Cache hit ratio: 4774%
2024-01-15 10:19:07,ERROR,Scheduler,Connection timeout after 1374 seconds
2024-01-15 10:19:15,DEBUG,Scheduler,Variable state: batch_size=564
2024-01-15 10:19:24,INFO,Transformer,File loaded successfully
2024-01-15 10:19:33,WARN,Scheduler,Slow query detected: 1226ms
2024-01-15 10:19:42,INFO,Exporter,Checkpoint saved
2024-01-15 10:19:50,DEBUG,Scheduler,Variable state: batch_size=963
2024-01-15 10:19:59,WARN,Transformer,"Partial batch processed, 4418 records skipped"
2024-01-15 10:20:08,DEBUG,Exporter,Variable state: batch_size=3447
2024-01-15 10:20:16,DEBUG,Scheduler,Query plan: sequential scan on table orders
2024-01-15 10:20:25,ERROR,Exporter,Connection timeout after 4826 seconds
2024-01-15 10:20:34,INFO,Transformer,Job completed in 3909 seconds
2024-01-15 10:20:42,DEBUG,DataLoader,Memory usage: 4902MB
2024-01-15 10:20:51,INFO,Transformer,File loaded successfully
2024-01-15 10:21:00,WARN,Scheduler,"Record count mismatch: expected 3073, got 1683"
2024-01-15 10:21:09,ERROR,Validator,Schema validation failed for table: orders
2024-01-15 10:21:17,INFO,Scheduler,Job completed in 2141 seconds
2024-01-15 10:21:26,INFO,Validator,Checkpoint saved
2024-01-15 10:21:35,ERROR,Exporter,Unhandled exception: KeyError('customer_id')
2024-01-15 10:21:43,INFO,Scheduler,Checkpoint saved
2024-01-15 10:21:52,DEBUG,Scheduler,Memory usage: 3262MB
2024-01-15 10:22:01,DEBUG,DataLoader,Cache hit ratio: 3659%
2024-01-15 10:22:09,INFO,Scheduler,Connection established to source system
2024-01-15 10:22:18,WARN,DataLoader,"Retrying connection, attempt 3188"
2024-01-15 10:22:27,ERROR,Transformer,Schema validation failed for table: orders
2024-01-15 10:22:36,INFO,Validator,Starting data load
2024-01-15 10:22:44,WARN,Exporter,Slow query detected: 4269ms
2024-01-15 10:22:53,ERROR,Scheduler,Null value found in column: amount
2024-01-15 10:23:02,INFO,Transformer,Batch 4245 processed successfully
2024-01-15 10:23:10,INFO,Scheduler,Checkpoint saved
2024-01-15 10:23:19,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 10:23:28,DEBUG,DataLoader,Memory usage: 3273MB
2024-01-15 10:23:37,ERROR,Exporter,Unhandled exception: KeyError('customer_id')
2024-01-15 10:23:45,INFO,DataLoader,File loaded successfully
2024-01-15 10:23:54,ERROR,Scheduler,Unhandled exception: KeyError('customer_id')
2024-01-15 10:24:03,DEBUG,Validator,Cache hit ratio: 4968%
2024-01-15 10:24:11,WARN,Exporter,"Partial batch processed, 39 records skipped"
2024-01-15 10:24:20,INFO,Scheduler,File loaded successfully
2024-01-15 10:24:29,WARN,Validator,"Record count mismatch: expected 4205, got 2112"
2024-01-15 10:24:37,DEBUG,Scheduler,Memory usage: 3628MB
2024-01-15 10:24:46,WARN,Transformer,Deprecated config key used: legacy_mode
2024-01-15 10:24:55,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 10:25:04,INFO,Transformer,Batch 1884 processed successfully
2024-01-15 10:25:12,INFO,Validator,Checkpoint saved
2024-01-15 10:25:21,ERROR,Validator,Null detected in field: user_id
2024-01-15 10:25:30,INFO,Validator,File loaded successfully
2024-01-15 10:25:38,WARN,Validator,"Retrying connection, attempt 4700"
2024-01-15 10:25:47,INFO,Transformer,Connection established to source system
2024-01-15 10:25:56,ERROR,Validator,Null detected in field: user_id
2024-01-15 10:26:04,DEBUG,Scheduler,Memory usage: 1278MB
2024-01-15 10:26:13,INFO,DataLoader,Batch 4036 processed successfully
2024-01-15 10:26:22,ERROR,Scheduler,Null value found in column: amount
2024-01-15 10:26:31,ERROR,Exporter,Unhandled exception: KeyError('customer_id')
2024-01-15 10:26:39,INFO,Scheduler,Job completed in 3260 seconds
2024-01-15 10:26:48,ERROR,Transformer,Null value found in column: amount
2024-01-15 10:26:57,WARN,Scheduler,"Record count mismatch: expected 4117, got 2845"
2024-01-15 10:27:05,INFO,Transformer,Connection established to source system
2024-01-15 10:27:14,WARN,DataLoader,"Record count mismatch: expected 1727, got 3109"
2024-01-15 10:27:23,WARN,Validator,Deprecated config key used: legacy_mode
2024-01-15 10:27:32,WARN,Transformer,Deprecated config key used: legacy_mode
2024-01-15 10:27:40,INFO,Exporter,Connection established to source system
2024-01-15 10:27:49,ERROR,Validator,Connection timeout after 3282 seconds
2024-01-15 10:27:58,WARN,Scheduler,"Retrying connection, attempt 4718"
2024-01-15 10:28:06,ERROR,Validator,Duplicate primary key detected: 1932
2024-01-15 10:28:15,INFO,Exporter,Starting data load
2024-01-15 10:28:24,WARN,DataLoader,"Retrying connection, attempt 3454"
2024-01-15 10:28:32,INFO,Scheduler,Checkpoint saved
2024-01-15 10:28:41,INFO,Scheduler,Checkpoint saved
2024-01-15 10:28:50,INFO,Transformer,File loaded successfully
2024-01-15 10:28:59,WARN,DataLoader,Slow query detected: 2742ms
2024-01-15 10:29:07,INFO,Scheduler,Checkpoint saved
2024-01-15 10:29:16,INFO,DataLoader,Job completed in 4961 seconds
2024-01-15 10:29:25,WARN,Scheduler,"Retrying connection, attempt 2332"
2024-01-15 10:29:33,INFO,Scheduler,Connection established to source system
2024-01-15 10:29:42,INFO,Validator,Connection established to source system
2024-01-15 10:29:51,ERROR,Validator,Schema validation failed for table: orders
2024-01-15 10:30:00,DEBUG,DataLoader,Entering function process_batch()
2024-01-15 10:30:08,INFO,Validator,Batch 2387 processed successfully
2024-01-15 10:30:17,WARN,Exporter,Deprecated config key used: legacy_mode
2024-01-15 10:30:26,ERROR,Scheduler,Schema validation failed for table: orders
2024-01-15 10:30:34,INFO,DataLoader,Starting data load
2024-01-15 10:30:43,DEBUG,DataLoader,Cache hit ratio: 1368%
2024-01-15 10:30:52,INFO,DataLoader,Connection established to source system
2024-01-15 10:31:00,INFO,Exporter,Checkpoint saved
2024-01-15 10:31:09,INFO,Transformer,File loaded successfully
2024-01-15 10:31:18,INFO,Validator,Connection established to source system
2024-01-15 10:31:27,WARN,Transformer,"Record count mismatch: expected 288, got 2924"
2024-01-15 10:31:35,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 10:31:44,DEBUG,Scheduler,Query plan: sequential scan on table orders
2024-01-15 10:31:53,INFO,Scheduler,Connection established to source system
2024-01-15 10:32:01,WARN,Scheduler,Deprecated config key used: legacy_mode
2024-01-15 10:32:10,WARN,DataLoader,Slow query detected: 2523ms
2024-01-15 10:32:19,INFO,Transformer,Job completed in 87 seconds
2024-01-15 10:32:27,WARN,Transformer,Deprecated config key used: legacy_mode
2024-01-15 10:32:36,WARN,Exporter,Slow query detected: 2455ms
2024-01-15 10:32:45,ERROR,Validator,Unhandled exception: KeyError('customer_id')
2024-01-15 10:32:54,WARN,Transformer,Slow query detected: 4593ms
2024-01-15 10:33:02,INFO,Transformer,Batch 3193 processed successfully
2024-01-15 10:33:11,INFO,DataLoader,Connection established to source system
2024-01-15 10:33:20,ERROR,Scheduler,Duplicate primary key detected: 2228
2024-01-15 10:33:28,ERROR,Scheduler,Duplicate primary key detected: 2203
2024-01-15 10:33:37,INFO,DataLoader,Starting data load
2024-01-15 10:33:46,INFO,Exporter,Checkpoint saved
2024-01-15 10:33:55,ERROR,Exporter,Null detected in field: user_id
2024-01-15 10:34:03,INFO,Scheduler,File loaded successfully
2024-01-15 10:34:12,INFO,Transformer,Batch 3592 processed successfully
2024-01-15 10:34:21,INFO,Transformer,File loaded successfully
2024-01-15 10:34:29,INFO,Validator,Connection established to source system
2024-01-15 10:34:38,ERROR,DataLoader,Connection timeout after 658 seconds
2024-01-15 10:34:47,INFO,Exporter,File loaded successfully
2024-01-15 10:34:55,INFO,Validator,Connection established to source system
2024-01-15 10:35:04,DEBUG,Transformer,Query plan: sequential scan on table orders
2024-01-15 10:35:13,ERROR,DataLoader,Null detected in field: user_id
2024-01-15 10:35:22,WARN,Transformer,Slow query detected: 3188ms
2024-01-15 10:35:30,DEBUG,Transformer,Entering function process_batch()
2024-01-15 10:35:39,INFO,Exporter,Batch 2448 processed successfully
2024-01-15 10:35:48,INFO,DataLoader,Batch 1785 processed successfully
2024-01-15 10:35:56,INFO,Exporter,Job completed in 124 seconds
2024-01-15 10:36:05,ERROR,Scheduler,Null value found in column: amount
2024-01-15 10:36:14,INFO,DataLoader,Checkpoint saved
2024-01-15 10:36:22,INFO,DataLoader,Starting data load
2024-01-15 10:36:31,INFO,Scheduler,Job completed in 492 seconds
2024-01-15 10:36:40,INFO,Transformer,Batch 4394 processed successfully
2024-01-15 10:36:49,INFO,Transformer,Job completed in 4575 seconds
2024-01-15 10:36:57,ERROR,Exporter,Failed to write output file: permission denied
2024-01-15 10:37:06,ERROR,Validator,Failed to write output file: permission denied
2024-01-15 10:37:15,DEBUG,Exporter,Query plan: sequential scan on table orders
2024-01-15 10:37:23,WARN,Exporter,"Retrying connection, attempt 4643"
2024-01-15 10:37:32,WARN,Validator,Slow query detected: 2256ms
2024-01-15 10:37:41,DEBUG,Scheduler,Cache hit ratio: 565%
2024-01-15 10:37:50,INFO,Validator,Job completed in 4437 seconds
2024-01-15 10:37:58,WARN,Scheduler,Slow query detected: 1520ms
2024-01-15 10:38:07,WARN,Validator,"Partial batch processed, 1957 records skipped"
2024-01-15 10:38:16,ERROR,Scheduler,Duplicate primary key detected: 3175
2024-01-15 10:38:24,WARN,Exporter,"Partial batch processed, 1263 records skipped"
2024-01-15 10:38:33,INFO,Validator,File loaded successfully
2024-01-15 10:38:42,ERROR,DataLoader,Duplicate primary key detected: 1064
2024-01-15 10:38:50,DEBUG,Transformer,Entering function process_batch()
2024-01-15 10:38:59,INFO,Scheduler,Batch 3184 processed successfully
2024-01-15 10:39:08,WARN,Scheduler,Deprecated config key used: legacy_mode
2024-01-15 10:39:17,INFO,DataLoader,File loaded successfully
2024-01-15 10:39:25,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 10:39:34,WARN,Exporter,Deprecated config key used: legacy_mode
2024-01-15 10:39:43,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 10:39:51,DEBUG,DataLoader,Entering function process_batch()
2024-01-15 10:40:00,INFO,Transformer,Checkpoint saved
2024-01-15 10:40:09,ERROR,Transformer,Unhandled exception: KeyError('customer_id')
2024-01-15 10:40:17,ERROR,Scheduler,Connection timeout after 3758 seconds
2024-01-15 10:40:26,DEBUG,Transformer,Cache hit ratio: 4506%
2024-01-15 10:40:35,WARN,Transformer,"Partial batch processed, 4915 records skipped"
2024-01-15 10:40:44,DEBUG,Validator,Variable state: batch_size=2660
2024-01-15 10:40:52,INFO,Exporter,Batch 2650 processed successfully
2024-01-15 10:41:01,INFO,Scheduler,Starting data load
2024-01-15 10:41:10,DEBUG,Validator,Memory usage: 3707MB
2024-01-15 10:41:18,DEBUG,DataLoader,Entering function process_batch()
2024-01-15 10:41:27,INFO,Transformer,Job completed in 54 seconds
2024-01-15 10:41:36,DEBUG,Transformer,Memory usage: 178MB
2024-01-15 10:41:45,DEBUG,Scheduler,Variable state: batch_size=4675
2024-01-15 10:41:53,INFO,DataLoader,Connection established to source system
2024-01-15 10:42:02,INFO,Validator,Checkpoint saved
2024-01-15 10:42:11,INFO,Validator,File loaded successfully
2024-01-15 10:42:19,WARN,Transformer,"Record count mismatch: expected 2660, got 3953"
2024-01-15 10:42:28,INFO,Scheduler,File loaded successfully
2024-01-15 10:42:37,INFO,Scheduler,Connection established to source system
2024-01-15 10:42:45,DEBUG,Validator,Memory usage: 3558MB
2024-01-15 10:42:54,DEBUG,DataLoader,Cache hit ratio: 4935%
2024-01-15 10:43:03,ERROR,Exporter,Null value found in column: amount
2024-01-15 10:43:12,INFO,Scheduler,Checkpoint saved
2024-01-15 10:43:20,WARN,Transformer,"Retrying connection, attempt 414"
2024-01-15 10:43:29,DEBUG,Scheduler,Variable state: batch_size=4135
2024-01-15 10:43:38,INFO,Validator,Connection established to source system
2024-01-15 10:43:46,INFO,Exporter,Checkpoint saved
2024-01-15 10:43:55,INFO,DataLoader,Connection established to source system
2024-01-15 10:44:04,ERROR,Transformer,Duplicate primary key detected: 1105
2024-01-15 10:44:12,WARN,Exporter,Slow query detected: 4681ms
2024-01-15 10:44:21,WARN,Scheduler,"Retrying connection, attempt 1986"
2024-01-15 10:44:30,INFO,Exporter,Job completed in 4719 seconds
2024-01-15 10:44:39,INFO,Exporter,Connection established to source system
2024-01-15 10:44:47,INFO,Validator,Checkpoint saved
2024-01-15 10:44:56,INFO,Validator,Checkpoint saved
2024-01-15 10:45:05,INFO,Transformer,Starting data load
2024-01-15 10:45:13,ERROR,DataLoader,Null value found in column: amount
2024-01-15 10:45:22,DEBUG,Transformer,Memory usage: 113MB
2024-01-15 10:45:31,ERROR,DataLoader,Connection timeout after 3687 seconds
2024-01-15 10:45:40,INFO,Transformer,Batch 4408 processed successfully
2024-01-15 10:45:48,INFO,Scheduler,Job completed in 4496 seconds
2024-01-15 10:45:57,ERROR,Transformer,Failed to write output file: permission denied
2024-01-15 10:46:06,WARN,Scheduler,"Record count mismatch: expected 2093, got 1396"
2024-01-15 10:46:14,INFO,Transformer,Batch 2223 processed successfully
2024-01-15 10:46:23,WARN,DataLoader,"Record count mismatch: expected 3184, got 2223"
2024-01-15 10:46:32,ERROR,Validator,Duplicate primary key detected: 884
2024-01-15 10:46:40,INFO,Exporter,Starting data load
2024-01-15 10:46:49,DEBUG,DataLoader,Memory usage: 3971MB
2024-01-15 10:46:58,WARN,Transformer,"Retrying connection, attempt 4102"
2024-01-15 10:47:07,WARN,DataLoader,"Record count mismatch: expected 2027, got 4337"
2024-01-15 10:47:15,INFO,Exporter,Connection established to source system
2024-01-15 10:47:24,INFO,Validator,Job completed in 2477 seconds
2024-01-15 10:47:33,DEBUG,Scheduler,Memory usage: 508MB
2024-01-15 10:47:41,DEBUG,DataLoader,Variable state: batch_size=2296
2024-01-15 10:47:50,INFO,Exporter,Batch 1125 processed successfully
2024-01-15 10:47:59,ERROR,Scheduler,Failed to write output file: permission denied
2024-01-15 10:48:08,INFO,Transformer,Connection established to source system
2024-01-15 10:48:16,INFO,Scheduler,Starting data load
2024-01-15 10:48:25,WARN,Transformer,"Retrying connection, attempt 2532"
2024-01-15 10:48:34,DEBUG,Exporter,Cache hit ratio: 4628%
2024-01-15 10:48:42,INFO,Scheduler,Checkpoint saved
2024-01-15 10:48:51,INFO,Transformer,Batch 242 processed successfully
2024-01-15 10:49:00,DEBUG,Exporter,Query plan: sequential scan on table orders
2024-01-15 10:49:08,ERROR,Validator,Null detected in field: user_id
2024-01-15 10:49:17,INFO,DataLoader,Checkpoint saved
2024-01-15 10:49:26,WARN,Transformer,"Partial batch processed, 1903 records skipped"
2024-01-15 10:49:35,ERROR,Validator,Null value found in column: amount
2024-01-15 10:49:43,WARN,Scheduler,Slow query detected: 3064ms
2024-01-15 10:49:52,DEBUG,Exporter,Query plan: sequential scan on table orders
2024-01-15 10:50:01,INFO,DataLoader,Connection established to source system
2024-01-15 10:50:09,DEBUG,Transformer,Cache hit ratio: 1676%
2024-01-15 10:50:18,INFO,Exporter,Checkpoint saved
2024-01-15 10:50:27,DEBUG,Transformer,Query plan: sequential scan on table orders
2024-01-15 10:50:35,WARN,Exporter,Deprecated config key used: legacy_mode
2024-01-15 10:50:44,WARN,Scheduler,"Record count mismatch: expected 4266, got 896"
2024-01-15 10:50:53,WARN,DataLoader,"Retrying connection, attempt 4250"
2024-01-15 10:51:02,INFO,DataLoader,Checkpoint saved
2024-01-15 10:51:10,ERROR,DataLoader,Null detected in field: user_id
2024-01-15 10:51:19,INFO,Validator,Job completed in 3780 seconds
2024-01-15 10:51:28,INFO,Scheduler,File loaded successfully
2024-01-15 10:51:36,WARN,Exporter,"Record count mismatch: expected 4102, got 928"
2024-01-15 10:51:45,INFO,Scheduler,Batch 4477 processed successfully
2024-01-15 10:51:54,INFO,Validator,Connection established to source system
2024-01-15 10:52:03,WARN,Transformer,Slow query detected: 739ms
2024-01-15 10:52:11,INFO,Transformer,Batch 1013 processed successfully
2024-01-15 10:52:20,INFO,Exporter,Batch 2974 processed successfully
2024-01-15 10:52:29,WARN,Exporter,"Partial batch processed, 1310 records skipped"
2024-01-15 10:52:37,WARN,DataLoader,"Retrying connection, attempt 2746"
2024-01-15 10:52:46,DEBUG,Transformer,Cache hit ratio: 1185%
2024-01-15 10:52:55,ERROR,DataLoader,Schema validation failed for table: orders
2024-01-15 10:53:03,ERROR,Exporter,Connection timeout after 1481 seconds
2024-01-15 10:53:12,DEBUG,Transformer,Entering function process_batch()
2024-01-15 10:53:21,WARN,Exporter,"Partial batch processed, 48 records skipped"
2024-01-15 10:53:30,DEBUG,Transformer,Cache hit ratio: 4824%
